,link,data,pag,materia_id,jornal,tipo,resumo,ano,mes
785,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOQ==&j=MTI=&p=Mzg=&i=MjE0ODIzNw==&s=OTFlNDQ3MjUzYTBhMjI1MDcxZDE2Yjc0YzNiNTZhNTQ=&tb=cedae,29/11/2018,38,2148237,12,I - Aviso,"DE LICITAÇÕES comunica que encontra-se à dispo sição dos interessados, no site www.cedae.com.br/licitacao, a ERRATA Nº 3 ao edital.



  Id: 2148237",2018,11
786,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOA==&j=MTI=&p=MTU=&i=MjE0ODE3Mw==&s=ZWQzNjk0YTZiYmM4Y2YyYjExMjJkYjY3ZjZiOWU5MzA=&tb=cedae,28/11/2018,15,2148173,12,I - Ato,", como suplente, para compor a Comissão de Fiscalização  para o Contrato Cedae nº 166/2018 (DF) , referente ao ?CONSUMO DE ATA DE REGISTRO DE PREÇOS - AQUISIÇÃO",2018,11
787,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOA==&j=MTI=&p=MTU=&i=MjE0ODE3NA==&s=ZWI5NjkwOTMzMGNhMmVjYmU1YzY3MDhlNjUwMzA4YWI=&tb=cedae,28/11/2018,15,2148174,12,I - Ato,", para compor a Comissão de Fiscalização  para o Contrato  CEDAE  nº 167/2018 (DF) , referente ao ?CONSUMO DE ATA DE REGISTRO DE PREÇOS - AQUISIÇÃO DE TUBOS PVC",2018,11
788,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOA==&j=MTI=&p=MTU=&i=MjE0NzczOQ==&s=Y2Q2NTI1ZjhjYWVhYmQxMjVmMGM0ODAyOWY5OGExYTM=&tb=cedae,28/11/2018,15,2147739,12,I - Ato,"destinado à ?CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA DOS LETREIROS LUMINOSOS DO PRÉDIO SEDE DA CEDAE?, de que trata o Processo nº E-07",2018,11
789,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOA==&j=MTI=&p=MjU=&i=MjE0ODE3NQ==&s=ODUzMTNmZDVhYzhkNmY5MTc2YmIyYmYzMWZiMDBmNGI=&tb=cedae,28/11/2018,25,2148175,12,I - Extrato de Instrumento Contratual,"SECRETARIA DE ESTADO DO AMBIENTE 

  COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS 

  EXTRATO DE INSTRUMENTO CONTRATUAL

  INSTRUMENTO: CONTRATO CEDAE Nº",2018,11
790,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOA==&j=MTI=&p=MjU=&i=MjE0ODE3Ng==&s=Mzk1NmNjZmEyMTFmNDQyOTc1NThiYmM4MjNiNmQ2OTA=&tb=cedae,28/11/2018,25,2148176,12,I - Extrato de Instrumento Contratual,"SECRETARIA DE ESTADO DO AMBIENTE 

  COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS 

  EXTRATO DE INSTRUMENTO CONTRATUAL

  INSTRUMENTO: CONTRATO CEDAE Nº",2018,11
791,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOA==&j=MTI=&p=MjU=&i=MjE0Nzc0MQ==&s=NjQ1ODY1N2M0ZGQ0ZDVhOWFmNWNiODczMzYwYjc0Y2U=&tb=cedae,28/11/2018,25,2147741,12,I - Extrato de Instrumento Contratual,"COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS

  EXTRATO DE INSTRUMENTO CONTRATUAL

  INSTRUMENTO: Contrato CEDAE nº 161/2018 (DF).

  PARTES: A COMPANHIA",2018,11
792,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOA==&j=MTI=&p=MjU=&i=MjE0Nzc0Mg==&s=ZWM4NzM5MzdmMjc2MzAyMzY3MGU2ZDNjYzNmY2JkMjk=&tb=cedae,28/11/2018,25,2147742,12,I - Extrato de Instrumento Contratual,"COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS

  EXTRATO DE INSTRUMENTO CONTRATUAL

  INSTRUMENTO: Contrato CEDAE nº 162/2018 (DF).

  PARTES: A COMPANHIA",2018,11
793,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOA==&j=MTI=&p=MjU=&i=MjE0Nzc0NA==&s=MDZkYjg2OGYzN2Y5NDgyYWE5MzRiZTY3ODY2MjRhOWU=&tb=cedae,28/11/2018,25,2147744,12,I - Extrato de Instrumento Contratual,"COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS

  EXTRATO DE INSTRUMENTO CONTRATUAL

  INSTRUMENTO: Contrato CEDAE nº 157/2018 (DF).

  PARTES: A COMPANHIA",2018,11
794,http://www.ioerj.com.br/portal/modules/conteudoonline/view_publicacao.php?d=MjAxOC0xMS0yOA==&j=MTI=&p=MjU=&i=MjE0Nzc0NQ==&s=NmNmYmZiZDVhMTBlZGVjNzNlNjBmNTQxMDEzYjdmNmE=&tb=cedae,28/11/2018,25,2147745,12,I - Extrato de Instrumento Contratual,"COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS

  EXTRATO DE INSTRUMENTO CONTRATUAL

  INSTRUMENTO: Contrato CEDAE nº 159/2018 (DF).

  PARTES: A COMPANHIA",2018,11
